Species_BirdTree,Migration,Ref.1_max.elevation,Ref.1_min.elevation,Ref.2_max.elevation,Ref.2_min.elevation,Updated_max.elevation,Updated_min.elevation,Source_updated.elevation
Serinus flavivertex,1,NA,NA,4300,1400,NA,NA,NA
Serinus frontalis,1,NA,NA,2100,1000,NA,NA,NA
Serinus gularis,1,2100,NA,2100,0,NA,NA,NA
Serinus hypostictus,1,NA,NA,1800,700,NA,NA,NA
Serinus koliensis,1,1600,900,NA,NA,NA,NA,NA
Serinus leucopterus,1,NA,NA,1100,0,NA,NA,NA
Serinus leucopygius,1,1970,600,1970,600,NA,NA,NA
Serinus melanochrous,1,3000,1500,NA,NA,NA,NA,NA
Serinus menachensis,1,3650,650,3650,650,NA,NA,NA
Serinus mennelli,1,2000,0,2000,0,NA,NA,NA
Serinus mozambicus,1,2300,0,2300,0,NA,NA,NA
Serinus nigriceps,1,3640,1800,3640,1800,NA,NA,NA
Serinus pusillus,2,4700,600,4700,600,NA,NA,NA
Serinus reichardi,1,2000,500,2000,500,NA,NA,NA
Serinus rothschildi,1,2800,700,2800,700,NA,NA,NA
Serinus rufobrunneus,1,1500,0,NA,NA,NA,NA,NA
Serinus scotops,1,1800,0,1800,0,NA,NA,NA
Serinus serinus,2,2500,0,2500,0,NA,NA,NA
Serinus striolatus,1,4100,1510,4100,1510,NA,NA,NA
Serinus sulphuratus,1,2400,0,2400,0,NA,NA,NA
Serinus symonsi,1,NA,NA,3482,2600,NA,NA,NA
Serinus syriacus,2,1800,NA,1800,900,1900,0,del Hoyo (2020)
Serinus thibetanus,2,4000,610,4000,1500,4000,600,del Hoyo (2020)
Serinus totta,1,NA,NA,1100,0,NA,NA,NA
Serinus tristriatus,1,3300,1060,3330,1060,NA,NA,NA
Serinus whytii,1,NA,NA,2400,1600,NA,NA,NA
Serinus xantholaemus,1,1500,1000,1970,300,2000,300,del Hoyo (2020)
Serinus xanthopygius,1,2500,900,2500,900,NA,NA,NA
Serpophaga cinerea,1,3700,250,3200,100,3700,100,del Hoyo (2020)
Serpophaga hypoleuca,1,600,0,600,0,NA,NA,NA
Serpophaga munda,3,2900,NA,2900,0,3000,0,del Hoyo (2020)
Serpophaga nigricans,2,1000,0,1000,0,NA,NA,NA
Serpophaga subcristata,3,2000,0,2000,0,2300,0,del Hoyo (2020)
Setophaga ruticilla,3,2800,0,1300,0,2800,0,del Hoyo (2020)
Setornis criniger,1,1000,NA,1000,0,NA,NA,NA
Sheppardia aequatorialis,1,2600,1150,2600,1500,2600,1500,del Hoyo (2020)
Sheppardia aurantiithorax,1,2200,1800,2200,1800,NA,NA,NA
Sheppardia bocagei,1,2500,600,2500,600,NA,NA,NA
Sheppardia cyornithopsis,1,1500,NA,1500,0,NA,NA,NA
Sheppardia gabela,1,1280,810,1280,810,NA,NA,NA
Sheppardia gunningi,1,1750,0,1750,0,NA,NA,NA
Sheppardia lowei,1,2500,1350,NA,NA,NA,NA,NA
Sheppardia montana,1,2300,1600,2300,1600,NA,NA,NA
Sheppardia sharpei,1,2600,600,2600,600,NA,NA,NA
Sialia currucoides,3,3800,0,3800,0,NA,NA,NA
Sialia mexicana,2,3000,0,3000,1500,3000,0,del Hoyo (2020)
Sialia sialis,2,2700,0,2700,0,NA,NA,NA
Sicalis auriventris,2,4500,800,4500,800,NA,NA,NA
Sicalis citrina,2,3700,400,2800,0,3700,400,del Hoyo (2020)
Sicalis columbiana,1,300,0,300,0,NA,NA,NA
Sicalis flaveola,1,2000,0,2500,0,2000,0,del Hoyo (2020)
Sicalis lebruni,1,1200,0,1200,0,NA,NA,NA
Sicalis lutea,1,4500,3800,4500,3500,NA,NA,NA
Sicalis luteocephala,1,3800,2500,3800,2500,NA,NA,NA
Sicalis luteola,2,3300,0,3900,0,3300,0,del Hoyo (2020)
Sicalis olivascens,1,3800,1500,4500,1000,3800,600,del Hoyo (2020)
Sicalis raimondii,1,2500,200,2500,200,NA,NA,NA
Sicalis taczanowskii,1,300,0,300,0,NA,NA,NA
Sicalis uropygialis,1,4800,2500,4800,2500,NA,NA,NA
Sigelus silens,1,NA,NA,1900,0,NA,NA,NA
Simoxenops striatus,1,900,650,900,650,NA,NA,NA
Simoxenops ucayalae,1,1300,NA,1300,0,NA,NA,NA
Siphonorhis brewsteri,2,800,0,800,0,NA,NA,NA
Sipodotus wallacii,1,1250,100,1250,100,NA,NA,NA
Siptornis striaticollis,1,2400,1300,2400,1000,NA,NA,NA
Siptornopsis hypochondriaca,1,NA,NA,3000,1650,NA,NA,NA
Sirystes albogriseus,1,NA,NA,1000,0,NA,NA,NA
Sirystes sibilator,1,1000,NA,1000,0,NA,NA,NA
Sitta azurea,1,2745,820,2745,820,NA,NA,NA
Sitta canadensis,3,3075,275,3075,275,NA,NA,NA
Sitta carolinensis,1,3350,NA,3350,0,NA,NA,NA
Sitta cashmirensis,1,3350,1800,3505,1800,NA,NA,NA
Sitta castanea,1,2200,0,1000,0,2200,0,del Hoyo (2020)
Sitta europaea,1,3300,0,3300,0,NA,NA,NA
Sitta formosa,1,2290,300,2135,300,NA,NA,NA
Sitta frontalis,1,2200,180,2200,0,NA,NA,NA
Sitta himalayensis,1,3500,500,3500,1500,3500,500,del Hoyo (2020)
Sitta krueperi,1,2500,0,2000,0,2500,0,del Hoyo (2020)
Sitta ledanti,1,2000,350,2004,350,NA,NA,NA
Sitta leucopsis,1,4270,1800,3900,1800,4300,2200,del Hoyo (2020)
Sitta magna,1,3400,1200,3400,1200,NA,NA,NA
Sitta nagaensis,1,4570,915,4570,915,NA,NA,NA
Sitta neumayer,1,3350,400,3350,0,3400,400,del Hoyo (2020)
Sitta oenochlamys,1,2600,NA,2600,0,NA,NA,NA
Sitta pusilla,1,670,0,670,0,NA,NA,NA
Sitta pygmaea,1,4270,0,4270,0,NA,NA,NA
Sitta solangiae,1,2500,800,2500,800,NA,NA,NA
Sitta tephronota,1,3300,300,3300,0,3300,400,del Hoyo (2020)
Sitta victoriae,1,3053,2285,3053,2440,NA,NA,NA
Sitta villosa,1,2600,NA,2600,600,NA,NA,NA
Sitta whiteheadi,1,1800,0,1600,760,1800,0,del Hoyo (2020)
Sitta yunnanensis,1,4000,1200,4000,1200,NA,NA,NA
Sittasomus griseicapillus,1,2300,0,2300,0,NA,NA,NA
Skutchia borbae,1,150,NA,NA,NA,200,0,del Hoyo (2020)
Smicrornis brevirostris,1,NA,NA,900,0,NA,NA,NA
Smithornis capensis,1,2550,0,2550,0,NA,NA,NA
Smithornis rufolateralis,1,1500,0,1500,0,NA,NA,NA
Smithornis sharpei,1,1950,100,1900,100,NA,NA,NA
Snowornis cryptolophus,1,NA,NA,2300,900,NA,NA,NA
Snowornis subalaris,1,NA,NA,1500,600,NA,NA,NA
Somateria fischeri,2,NA,NA,50,0,1300,0,del Hoyo (2020)
Somateria mollissima,2,NA,NA,700,0,2500,0,del Hoyo (2020)
Somateria spectabilis,3,NA,NA,150,0,900,0,del Hoyo (2020)
Spartonoica maluroides,1,900,0,900,0,NA,NA,NA
Speculanas specularis,1,NA,NA,1500,0,NA,NA,NA
Speculipastor bicolor,1,1200,NA,1200,0,NA,NA,NA
Speirops brunneus,1,2800,1900,NA,NA,NA,NA,NA
Speirops leucophoeus,1,NA,NA,NA,NA,800,0,del Hoyo (2020)
Speirops lugubris,1,NA,NA,NA,NA,2000,900,del Hoyo (2020)
Speirops melanocephalus,1,3000,1800,NA,NA,NA,NA,NA
Spelaeornis badeigularis,1,2400,1600,2400,1600,NA,NA,NA
Spelaeornis caudatus,1,2440,1400,2440,1400,NA,NA,NA
Spelaeornis chocolatinus,1,3100,1200,3100,1200,NA,NA,NA
Spelaeornis formosus,1,2400,300,2400,300,NA,NA,NA
Spelaeornis kinneari,1,2500,1400,2500,1400,NA,NA,NA
Spelaeornis longicaudatus,1,2000,1000,2000,1000,NA,NA,NA
Spelaeornis oatesi,1,2800,1400,2800,1400,NA,NA,NA
Spelaeornis reptatus,1,3000,1200,3000,1200,NA,NA,NA
Spelaeornis troglodytoides,1,3500,1600,3500,1600,NA,NA,NA
Spermophaga haematina,1,NA,NA,600,0,NA,NA,NA
Spermophaga poliogenys,1,1400,NA,1400,0,NA,NA,NA
Spermophaga ruficapilla,1,2100,NA,2100,0,NA,NA,NA
Sphecotheres hypoleucus,1,NA,NA,NA,NA,1400,200,del Hoyo (2020)
Sphecotheres vieilloti,1,500,0,500,0,NA,NA,NA
Sphecotheres viridis,1,160,0,NA,NA,NA,NA,NA
Spheniscus demersus,2,NA,NA,150,0,100,0,del Hoyo (2020)
Spheniscus humboldti,2,70,0,150,0,NA,NA,NA
Spheniscus magellanicus,2,70,0,50,0,NA,NA,NA
Spheniscus mendiculus,2,NA,NA,NA,NA,100,0,del Hoyo (2020)
Sphenocichla humei,1,1950,900,1950,900,NA,NA,NA
Sphenocichla roberti,1,2010,300,2010,300,NA,NA,NA
Sphenoeacus afer,1,2300,0,2000,0,2000,0,del Hoyo (2020)
Sphyrapicus nuchalis,3,2900,0,2900,0,NA,NA,NA
Sphyrapicus ruber,2,3000,NA,2900,0,3000,0,del Hoyo (2020)
Sphyrapicus thyroideus,2,3500,NA,3200,850,3500,800,del Hoyo (2020)
Sphyrapicus varius,3,3500,0,2000,0,3500,0,del Hoyo (2020)
Spiloptila clamans,1,NA,NA,600,0,NA,NA,NA
Spiloptila rufifrons,2,NA,NA,1800,0,1800,0,del Hoyo (2020)
Spilornis cheela,1,1900,0,3000,0,3000,0,del Hoyo (2020)
Spilornis elgini,1,NA,NA,NA,NA,700,0,del Hoyo (2020)
Spilornis holospilus,1,NA,NA,2500,0,NA,NA,NA
Spilornis kinabaluensis,1,2900,750,2900,750,NA,NA,NA
Spilornis klossi,1,600,0,NA,NA,NA,NA,NA
Spilornis rufipectus,1,1000,300,1000,300,NA,NA,NA
Spindalis dominicensis,1,NA,NA,3087,0,NA,NA,NA
Spindalis nigricephala,1,NA,NA,2256,0,NA,NA,NA
Spindalis portoricensis,1,1300,0,NA,NA,NA,NA,NA
Spindalis zena,1,NA,NA,400,0,600,0,del Hoyo (2020)
Spiza americana,3,NA,NA,1500,0,1400,0,del Hoyo (2020)
Spizaetus isidori,1,NA,NA,3500,150,NA,NA,NA
Spizaetus melanoleucus,1,NA,NA,1800,0,NA,NA,NA
Spizaetus ornatus,1,NA,NA,1800,0,NA,NA,NA
Spizaetus tyrannus,1,3000,NA,3000,0,NA,NA,NA
Spizella arborea,3,NA,NA,2400,700,1700,0,del Hoyo (2020)
Spizella atrogularis,2,2500,1800,2500,1200,2500,400,del Hoyo (2020)
Spizella breweri,3,2500,0,2500,0,NA,NA,NA
Spizella pallida,3,2700,0,2700,0,NA,NA,NA
Spizella passerina,3,3500,0,3500,0,NA,NA,NA
Spizella pusilla,2,3500,0,3500,0,NA,NA,NA
Spizella wortheni,1,2450,1200,2450,1200,NA,NA,NA
Spiziapteryx circumcincta,1,NA,NA,750,0,NA,NA,NA
Spizixos canifrons,1,4000,300,4000,1200,4000,300,del Hoyo (2020)
Spizixos semitorques,1,NA,NA,1500,1200,NA,NA,NA
Spizocorys conirostris,1,NA,NA,1700,800,NA,NA,NA
Spizocorys fringillaris,1,1900,1500,1900,1500,NA,NA,NA
Spizocorys obbiensis,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Spizocorys personata,1,1600,400,1600,400,NA,NA,NA
Spizocorys sclateri,1,NA,NA,1600,800,NA,NA,NA
Sporophila albogularis,1,1200,500,1200,500,NA,NA,NA
Sporophila americana,1,50,0,50,0,NA,NA,NA
Sporophila ardesiaca,1,800,0,800,0,NA,NA,NA
Sporophila bouvreuil,1,1100,0,1100,0,NA,NA,NA
Sporophila bouvronides,3,1000,0,1000,0,NA,NA,NA
Sporophila caerulescens,2,NA,NA,2100,0,1500,0,del Hoyo (2020)
Sporophila castaneiventris,1,500,0,1500,0,500,0,del Hoyo (2020)
Sporophila cinnamomea,3,1100,0,NA,NA,NA,NA,NA
Sporophila collaris,2,500,0,500,0,NA,NA,NA
Sporophila corvina,2,1500,0,1800,0,1500,0,del Hoyo (2020)
Sporophila falcirostris,2,1200,0,1200,0,NA,NA,NA
Sporophila frontalis,2,1500,100,1500,100,NA,NA,NA
Sporophila hypochroma,2,1100,0,NA,NA,NA,NA,NA
Sporophila hypoxantha,2,1100,0,1100,0,NA,NA,NA
Sporophila intermedia,1,2300,0,2300,0,NA,NA,NA
Sporophila leucoptera,1,800,0,800,0,NA,NA,NA
Sporophila lineola,3,1500,0,500,0,4000,0,del Hoyo (2020)
Sporophila luctuosa,2,3100,1200,3200,0,3100,300,del Hoyo (2020)
Sporophila melanogaster,3,1100,500,1000,700,NA,NA,NA
Sporophila melanops,2,NA,NA,NA,NA,1200,0,del Hoyo (2020)
Sporophila minuta,1,2200,0,2200,0,NA,NA,NA
Sporophila murallae,2,1200,NA,1200,0,1200,0,del Hoyo (2020)
Sporophila nigricollis,1,2500,0,3000,0,2500,0,del Hoyo (2020)
Sporophila nigrorufa,2,500,0,500,0,NA,NA,NA
Sporophila palustris,3,1100,0,1100,0,NA,NA,NA
Sporophila peruviana,1,800,0,2000,0,800,0,del Hoyo (2020)
Sporophila plumbea,2,1500,0,1500,0,NA,NA,NA
Sporophila ruficollis,2,1200,0,1200,0,NA,NA,NA
Sporophila schistacea,2,2000,0,2000,0,NA,NA,NA
Sporophila simplex,1,2500,500,2500,500,NA,NA,NA
Sporophila telasco,1,1000,0,1500,0,1000,0,del Hoyo (2020)
Sporophila torqueola,1,2000,0,2000,0,NA,NA,NA
Sporopipes frontalis,1,2000,400,2000,400,NA,NA,NA
Sporopipes squamifrons,1,NA,NA,1900,500,NA,NA,NA
Spreo albicapillus,1,1500,NA,1500,0,NA,NA,NA
Spreo bicolor,1,2500,0,2500,0,NA,NA,NA
Spreo fischeri,1,1900,NA,1900,0,NA,NA,NA
Stachyris ambigua,1,NA,NA,2100,0,NA,NA,NA
Stachyris capitalis,1,1100,NA,1100,0,NA,NA,NA
Stachyris chrysaea,1,3000,300,3000,300,NA,NA,NA
Stachyris dennistouni,1,1150,0,1150,0,NA,NA,NA
Stachyris erythroptera,1,1220,0,1220,0,NA,NA,NA
Stachyris grammiceps,1,1500,30,1500,30,NA,NA,NA
Stachyris herberti,1,610,NA,610,0,NA,NA,NA
Stachyris hypogrammica,1,2030,1000,NA,NA,NA,NA,NA
Stachyris latistriata,1,1900,1000,1900,1000,NA,NA,NA
Stachyris leucotis,1,1000,NA,1000,0,NA,NA,NA
Stachyris maculata,1,700,0,700,0,NA,NA,NA
Stachyris melanothorax,1,1500,0,1500,0,NA,NA,NA
Stachyris nigriceps,1,2500,150,2300,150,NA,NA,NA
Stachyris nigricollis,1,1400,NA,1400,0,NA,NA,NA
Stachyris nigrocapitata,1,1140,100,1140,100,NA,NA,NA
Stachyris nigrorum,1,1600,900,NA,NA,NA,NA,NA
Stachyris nonggangensis,1,NA,NA,NA,NA,300,0,del Hoyo (2020)
Stachyris oglei,1,NA,NA,800,300,NA,NA,NA
Stachyris plateni,1,1100,100,1100,100,NA,NA,NA
Stachyris poliocephala,1,1220,NA,1220,0,NA,NA,NA
Stachyris pygmaea,1,1100,100,NA,NA,NA,NA,NA
Stachyris pyrrhops,1,2750,245,2750,245,NA,NA,NA
Stachyris ruficeps,1,3200,40,3200,40,NA,NA,NA
Stachyris rufifrons,1,2100,120,2100,0,NA,NA,NA
Stachyris striata,1,1000,115,1000,115,NA,NA,NA
Stachyris striolata,1,2200,250,2200,0,NA,NA,NA
Stachyris thoracica,1,1600,NA,1600,0,NA,NA,NA
Stachyris whiteheadi,1,2600,100,1400,100,2600,100,del Hoyo (2020)
Stactolaema anchietae,1,2440,900,2440,900,NA,NA,NA
Stactolaema leucotis,1,2600,NA,2600,0,NA,NA,NA
Stactolaema olivacea,1,2000,NA,2400,900,2000,0,del Hoyo (2020)
Stactolaema whytii,1,2500,750,2500,750,NA,NA,NA
Stagonopleura bella,1,1500,0,1500,0,NA,NA,NA
Stagonopleura guttata,1,NA,NA,1100,0,NA,NA,NA
Stagonopleura oculata,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Starnoenas cyanocephala,1,NA,NA,500,0,NA,NA,NA
Steatornis caripensis,1,3400,0,3650,0,NA,NA,NA
Steganopus tricolor,3,NA,NA,2500,0,5000,0,del Hoyo (2020)
Stelgidopteryx ruficollis,1,3600,0,2200,0,3600,0,del Hoyo (2020)
Stelgidopteryx serripennis,3,3500,0,2500,0,3000,0,del Hoyo (2020)
Stellula calliope,3,3400,180,3400,180,NA,NA,NA
Stenostira scita,1,NA,NA,3000,0,NA,NA,NA
Stephanoaetus coronatus,1,NA,NA,3300,0,NA,NA,NA
Stephanophorus diadematus,2,2400,0,2400,0,NA,NA,NA
Stephanoxis lalandi,1,900,0,2900,0,2900,0,del Hoyo (2020)
Stercorarius longicaudus,3,NA,NA,1300,0,1300,0,del Hoyo (2020)
Stercorarius parasiticus,3,NA,NA,700,0,1900,0,del Hoyo (2020)
Stercorarius pomarinus,3,NA,NA,300,0,900,0,del Hoyo (2020)
Sterna acuticauda,2,NA,NA,700,0,700,0,del Hoyo (2020)
Sterna albifrons,3,NA,NA,2000,0,2000,0,del Hoyo (2020)
Sterna albostriata,2,NA,NA,600,0,1300,0,del Hoyo (2020)
Sterna aleutica,3,NA,NA,150,0,400,0,del Hoyo (2020)
Sterna anaethetus,2,50,0,50,0,NA,NA,NA
Sterna antillarum,3,NA,NA,150,0,300,0,del Hoyo (2020)
Sterna aurantia,2,NA,NA,600,0,600,0,del Hoyo (2020)
Sterna balaenarum,2,NA,NA,150,0,200,0,del Hoyo (2020)
Sterna bengalensis,3,NA,NA,150,0,300,0,del Hoyo (2020)
Sterna bergii,3,NA,NA,150,0,200,0,del Hoyo (2020)
Sterna bernsteini,3,NA,NA,NA,NA,200,0,del Hoyo (2020)
Sterna caspia,3,NA,NA,600,0,1900,0,del Hoyo (2020)
Sterna dougallii,3,NA,NA,18,0,300,0,del Hoyo (2020)
Sterna elegans,3,100,0,150,0,NA,NA,NA
Sterna forsteri,3,NA,NA,2500,1000,1300,0,del Hoyo (2020)
Sterna fuscata,2,NA,NA,50,0,400,0,del Hoyo (2020)
Sterna hirundinacea,3,NA,NA,150,0,600,0,del Hoyo (2020)
Sterna hirundo,3,NA,NA,4000,0,4000,0,del Hoyo (2020)
Sterna lorata,2,NA,NA,150,0,600,0,del Hoyo (2020)
Sterna lunata,2,NA,NA,NA,NA,200,0,del Hoyo (2020)
Sterna maxima,3,NA,NA,150,0,1700,0,del Hoyo (2020)
Sterna nereis,2,NA,NA,150,0,200,0,del Hoyo (2020)
Sterna nilotica,3,NA,NA,150,0,1900,0,del Hoyo (2020)
Sterna paradisaea,3,NA,NA,100,0,3700,0,del Hoyo (2020)
Sterna repressa,2,NA,NA,150,0,100,0,del Hoyo (2020)
Sterna sandvicensis,3,NA,NA,50,0,800,0,del Hoyo (2020)
Sterna saundersi,2,NA,NA,150,0,200,0,del Hoyo (2020)
Sterna striata,2,NA,NA,150,0,200,0,del Hoyo (2020)
Sterna sumatrana,2,NA,NA,150,0,300,0,del Hoyo (2020)
Sterna superciliaris,1,NA,NA,800,0,NA,NA,NA
Sterna trudeaui,2,NA,NA,150,0,400,0,del Hoyo (2020)
Sterna virgata,2,NA,NA,NA,NA,700,0,del Hoyo (2020)
Sterna vittata,3,NA,NA,150,0,1900,0,del Hoyo (2020)
Sternoclyta cyanopectus,1,1900,0,2000,700,2000,0,del Hoyo (2020)
Stictonetta naevosa,2,NA,NA,NA,NA,800,0,del Hoyo (2020)
Stigmatopelia chinensis,1,NA,NA,2400,0,NA,NA,NA
Stigmatopelia senegalensis,1,NA,NA,3000,0,NA,NA,NA
Stigmatura budytoides,1,2700,0,2700,0,NA,NA,NA
Stigmatura napensis,1,500,0,500,0,NA,NA,NA
Stiltia isabella,2,1740,0,NA,NA,NA,NA,NA
Stiphrornis erythrothorax,1,1800,50,1800,0,NA,NA,NA
Stipiturus malachurus,1,NA,NA,150,0,NA,NA,NA
Stipiturus mallee,1,NA,NA,NA,NA,300,0,del Hoyo (2020)
Stipiturus ruficeps,1,NA,NA,NA,NA,700,0,del Hoyo (2020)
Stizorhina finschi,1,NA,NA,1500,0,NA,NA,NA
Stizorhina fraseri,1,NA,NA,1500,0,NA,NA,NA
Strepera fuliginosa,1,NA,NA,1617,0,NA,NA,NA
Strepera graculina,1,NA,NA,1500,0,NA,NA,NA
Strepera versicolor,1,NA,NA,1000,0,NA,NA,NA
Streptocitta albertinae,1,250,NA,NA,NA,300,0,del Hoyo (2020)
Streptocitta albicollis,1,1200,0,1200,0,NA,NA,NA
Streptopelia bitorquata,1,600,0,600,0,NA,NA,NA
Streptopelia capicola,1,NA,NA,2000,0,NA,NA,NA
Streptopelia decaocto,1,NA,NA,3000,0,NA,NA,NA
Streptopelia decipiens,1,2000,0,2000,0,NA,NA,NA
Streptopelia hypopyrrha,1,NA,NA,1200,0,NA,NA,NA
Streptopelia lugens,1,3200,1800,3200,1800,NA,NA,NA
Streptopelia orientalis,3,4000,NA,4000,0,4000,0,del Hoyo (2020)
Streptopelia reichenowi,1,NA,NA,900,0,NA,NA,NA
Streptopelia roseogrisea,1,1000,0,1000,0,NA,NA,NA
Streptopelia semitorquata,1,NA,NA,2100,200,NA,NA,NA
Streptopelia tranquebarica,1,1300,NA,1300,0,NA,NA,NA
Streptopelia turtur,3,1300,NA,1300,0,1300,0,del Hoyo (2020)
Streptopelia vinacea,1,2000,0,2000,0,NA,NA,NA
Streptoprocne biscutata,2,2500,0,2500,0,NA,NA,NA
Streptoprocne phelpsi,2,NA,NA,1400,400,1400,400,del Hoyo (2020)
Streptoprocne rutila,2,NA,NA,3400,0,3000,500,del Hoyo (2020)
Streptoprocne semicollaris,2,3600,0,3600,0,NA,NA,NA
Streptoprocne zonaris,2,4350,0,4350,0,NA,NA,NA
Stresemannia bougainvillei,1,NA,NA,1950,700,NA,NA,NA
Strigops habroptila,1,NA,NA,300,0,NA,NA,NA
Strix albitarsis,1,NA,NA,3700,1700,NA,NA,NA
Strix aluco,1,NA,NA,4250,0,NA,NA,NA
Strix butleri,1,NA,NA,2800,0,NA,NA,NA
Strix chacoensis,1,NA,NA,800,0,NA,NA,NA
Strix davidi,1,NA,NA,5000,4000,5000,2900,del Hoyo (2020)
Strix fulvescens,1,3100,1200,3100,1200,NA,NA,NA
Strix huhula,1,500,0,1800,0,1500,0,del Hoyo (2020)
Strix hylophila,1,NA,NA,1000,0,NA,NA,NA
Strix leptogrammica,1,2750,750,4000,0,4000,700,del Hoyo (2020)
Strix nebulosa,1,3200,0,3200,0,NA,NA,NA
Strix nigrolineata,1,2400,0,2100,0,NA,NA,NA
Strix occidentalis,1,2700,0,2700,0,NA,NA,NA
Strix ocellata,1,NA,NA,700,0,NA,NA,NA
Strix rufipes,1,2000,0,1000,0,2000,0,del Hoyo (2020)
Strix seloputo,1,1000,0,1000,0,NA,NA,NA
Strix uralensis,1,5000,450,1600,0,5000,0,del Hoyo (2020)
Strix varia,1,2500,0,2500,0,NA,NA,NA
Strix virgata,1,2500,0,2500,0,NA,NA,NA
Strix woodfordii,1,3700,0,3700,0,NA,NA,NA
Strophocincla cachinnans,1,NA,NA,2285,1200,NA,NA,NA
Strophocincla fairbanki,1,NA,NA,2135,800,NA,NA,NA
Struthidea cinerea,1,NA,NA,600,0,NA,NA,NA
Struthio camelus,1,3000,0,3000,0,NA,NA,NA
Sturnella bellicosa,2,2500,0,2800,0,NA,NA,NA
Sturnella defilippii,2,NA,NA,NA,NA,900,0,del Hoyo (2020)
Sturnella loyca,2,3500,0,2500,0,3500,0,del Hoyo (2020)
Sturnella magna,2,4100,0,4100,0,NA,NA,NA
Sturnella militaris,2,900,0,1600,0,1900,0,del Hoyo (2020)
Sturnella neglecta,2,2200,0,2200,0,NA,NA,NA
Sturnella superciliaris,2,NA,NA,700,0,2500,0,del Hoyo (2020)
Sturnus albofrontatus,1,NA,NA,1220,400,NA,NA,NA
Sturnus burmannicus,2,1500,NA,1500,0,2400,0,del Hoyo (2020)
Sturnus cineraceus,1,1300,NA,1300,0,NA,NA,NA
Sturnus contra,1,NA,NA,700,0,NA,NA,NA
Sturnus erythropygius,1,NA,NA,NA,NA,700,0,del Hoyo (2020)
Sturnus malabaricus,2,2000,NA,2000,0,2000,0,del Hoyo (2020)
Sturnus melanopterus,1,2400,NA,2400,0,NA,NA,NA
Sturnus nigricollis,1,2000,NA,2000,0,NA,NA,NA
Sturnus pagodarum,1,1800,NA,1800,0,NA,NA,NA
Sturnus philippensis,3,1500,NA,1500,0,1500,0,del Hoyo (2020)
Sturnus roseus,3,NA,NA,2400,0,4900,0,del Hoyo (2020)
Sturnus sericeus,2,NA,NA,300,0,1600,0,del Hoyo (2020)
Sturnus sinensis,3,NA,NA,400,0,400,0,del Hoyo (2020)
Sturnus sturninus,3,NA,NA,1800,0,4300,0,del Hoyo (2020)
Sturnus unicolor,1,2500,NA,2500,0,NA,NA,NA
Sturnus vulgaris,2,2500,0,2500,0,NA,NA,NA
Stymphalornis acutirostris,1,NA,NA,5,0,NA,NA,NA
Sublegatus arenarum,1,600,0,600,0,NA,NA,NA
Sublegatus modestus,3,NA,NA,2750,0,2800,0,del Hoyo (2020)
Sublegatus obscurior,2,900,0,1000,0,NA,NA,NA
Suiriri islerorum,1,1200,250,1200,250,NA,NA,NA
Suiriri suiriri,1,3000,NA,3000,0,NA,NA,NA
Sula dactylatra,2,100,0,50,0,NA,NA,NA
Sula granti,2,NA,NA,NA,NA,500,0,del Hoyo (2020)
Sula leucogaster,2,NA,NA,150,0,200,0,del Hoyo (2020)
Sula nebouxii,2,NA,NA,50,0,200,0,del Hoyo (2020)
Sula sula,2,NA,NA,50,0,200,0,del Hoyo (2020)
Sula variegata,2,NA,NA,50,0,200,0,del Hoyo (2020)
Surnia ulula,2,NA,NA,2560,0,2700,0,del Hoyo (2020)
Surniculus lugubris,1,2100,0,2100,0,NA,NA,NA
Surniculus velutinus,1,NA,NA,1000,0,NA,NA,NA
Swynnertonia swynnertoni,1,1800,130,1800,130,NA,NA,NA
Sylvia althaea,3,3600,2000,3600,2000,3000,0,del Hoyo (2020)
Sylvia atricapilla,3,2200,0,2200,0,NA,NA,NA
Sylvia boehmi,1,1700,500,1700,500,NA,NA,NA
Sylvia borin,3,2600,NA,2300,0,2600,0,del Hoyo (2020)
Sylvia buryi,1,2900,1500,2900,1500,NA,NA,NA
Sylvia cantillans,3,2200,0,2200,0,NA,NA,NA
Sylvia communis,3,3200,NA,2000,0,3200,0,del Hoyo (2020)
Sylvia conspicillata,3,2600,0,2600,0,NA,NA,NA
Sylvia curruca,3,2650,0,2650,0,2700,0,del Hoyo (2020)
Sylvia deserticola,1,2500,NA,2500,1000,NA,NA,NA
Sylvia hortensis,3,3000,NA,3000,0,3000,0,del Hoyo (2020)
Sylvia layardi,1,2750,0,2750,0,NA,NA,NA
Sylvia leucomelaena,1,3000,0,3000,-427,3000,0,del Hoyo (2020)
Sylvia lugens,1,3700,1400,3700,1400,NA,NA,NA
Sylvia melanocephala,2,1800,0,1800,0,NA,NA,NA
Sylvia melanothorax,3,1400,0,1400,0,NA,NA,NA
Sylvia minula,3,NA,NA,2800,0,3000,0,del Hoyo (2020)
Sylvia mystacea,3,NA,NA,2000,0,2000,0,del Hoyo (2020)
Sylvia nana,1,2000,NA,2000,0,NA,NA,NA
Sylvia nisoria,3,1600,NA,1600,0,1900,0,del Hoyo (2020)
Sylvia rueppelli,3,NA,NA,1600,0,1600,0,del Hoyo (2020)
Sylvia sarda,1,2000,0,2000,0,NA,NA,NA
Sylvia subcaerulea,1,NA,NA,1700,0,NA,NA,NA
Sylvia undata,1,2000,0,2000,0,NA,NA,NA
